Phone,State,Area Code,Int'l Plan,VMail Plan,Account Length,VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Est Mins,CustServ Actual Mins,CustServ Calls,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,Total Charge,Churn
384-7873,DC,415,0,1,91,39,169.8,65.2,144.4,10.9,40,35,1,105,28.87,116,5.54,92,6.5,4,2.94,43.85,0
396-2187,NE,408,0,1,88,28,190.6,237.3,211.6,9.8,34,23,2,104,32.4,105,20.17,116,9.52,1,2.65,64.74,0
383-5109,MA,408,0,1,88,45,80.3,153.3,309.2,12.8,39,,2,140,13.65,101,13.03,123,13.91,3,3.46,44.05,0
377-7843,VT,415,0,1,195,36,231.7,225.1,201.7,12.1,11,22,0,110,39.39,88,19.13,89,9.08,2,3.27,70.87,0
382-7999,NM,415,0,0,182,0,69.1,230.3,256.7,6.5,8,5,0,114,11.75,109,19.58,96,11.55,4,1.76,44.64,0
328-1222,CO,408,0,0,118,0,188.8,217.4,220.1,8.2,67,61,4,60,32.1,64,18.48,100,9.9,7,2.21,62.69,0
371-1727,NH,408,0,0,103,0,150.6,169.1,221.2,10.4,92,76,8,125,25.6,126,14.37,104,9.95,8,2.81,52.73,1
369-8871,IL,510,0,0,65,0,192,139.5,187.4,5.5,,,2,89,32.64,88,11.86,102,8.43,4,1.49,54.42,0
335-9726,UT,408,0,1,61,25,163.7,113.2,134.1,9.9,60,32,3,78,27.83,112,9.62,118,6.03,3,2.67,46.15,0
357-3709,WV,415,0,0,172,0,211.7,198.7,301.7,6.5,13,21,1,100,35.99,101,16.89,136,13.58,9,1.76,68.22,0
422-9964,NJ,415,0,0,72,0,175.5,132.3,242.9,11.8,29,11,1,103,29.84,120,11.25,96,10.93,3,3.19,55.21,0
366-9211,NM,510,0,0,113,0,150.1,200.1,266.7,11,25,42,2,120,25.52,85,17.01,105,12,3,2.97,57.5,0
384-9033,ND,408,0,0,177,0,189.5,176.3,225.9,14.2,28,23,1,99,32.22,117,14.99,112,10.17,2,3.83,61.21,0
382-4932,WA,408,0,0,100,0,70.8,215.6,230.8,9.5,72,60,,94,12.04,102,18.33,125,10.39,1,2.57,43.33,1
404-7518,NM,415,0,0,67,0,215.5,190.7,214.5,8.6,29,28,1,102,36.64,95,16.21,106,9.65,6,2.32,64.82,0
353-1954,DE,415,0,0,136,0,101.7,202.8,136.2,9.4,55,33,3,105,17.29,99,17.24,119,6.13,6,2.54,43.2,0
391-7166,GA,415,0,0,71,0,258.4,126.8,182.4,9.7,60,,4,132,43.93,119,10.78,87,8.21,8,2.62,65.54,0
370-9000,HI,408,0,0,134,0,242.4,152.9,318.3,11.8,34,24,1,126,41.21,115,13,115,14.32,6,3.19,71.72,0
332-3642,CT,415,0,0,124,0,131.8,284.3,305.5,11.3,27,36,1,82,22.41,119,24.17,101,13.75,2,3.05,63.38,0
412-3898,NJ,415,0,0,84,0,190.2,197.7,247.5,9.8,23,46,2,102,32.33,141,16.8,102,11.14,6,2.65,62.92,0
366-5640,ME,408,0,0,39,0,154.1,204.2,196.2,9.8,27,,2,104,26.2,112,17.36,92,8.83,4,2.65,55.04,0
356-2302,OK,510,0,0,110,0,188,90.5,150.3,15.3,36,32,3,127,31.96,118,7.69,64,6.76,3,4.13,50.54,0
345-9018,TN,510,0,0,102,0,103.1,275,141.1,11.2,28,30,,70,17.53,129,23.38,92,6.35,5,3.02,50.28,0
365-6205,WY,415,0,0,70,0,175.4,159.5,260.6,11.6,,4,0,130,29.82,130,13.56,96,11.73,4,3.13,58.24,0
337-1151,NY,415,0,0,142,0,145.4,209.1,214,10.9,13,,1,93,24.72,98,17.77,96,9.63,1,2.94,55.06,0
374-4664,DE,510,1,0,81,0,250.6,187.9,120.3,7.8,35,17,1,85,42.6,50,15.97,131,5.41,5,2.11,66.09,0
396-9656,RI,415,0,0,17,0,161.5,214.2,315,8.6,38,22,1,123,27.46,81,18.21,106,14.18,5,2.32,62.17,0
377-5043,PA,408,0,0,119,0,260.1,256.5,229.1,10,36,28,,101,44.22,68,21.8,89,10.31,2,2.7,79.03,1
401-7359,HI,415,0,0,105,0,281.3,301.5,202.8,8.7,16,,0,124,47.82,96,25.63,109,9.13,3,2.35,84.93,1
375-2184,MD,415,1,1,108,42,130.1,167,244.7,13.6,60,26,3,90,22.12,128,14.2,80,11.01,5,3.67,51,1
367-6005,VA,415,0,0,90,0,102,113.3,188.6,11.4,46,45,2,118,17.34,134,9.63,105,8.49,3,3.08,38.54,0
364-2166,IN,415,0,1,100,33,218.7,155,99,12.1,19,32,1,104,37.18,144,13.18,117,4.46,4,3.27,58.09,0
414-4741,OR,408,0,1,155,30,128.5,188.4,254.4,6.8,11,29,1,86,21.85,91,16.01,85,11.45,6,1.84,51.15,0
403-9719,AZ,510,0,0,113,0,128.7,227.1,178.1,9.2,20,19,2,100,21.88,67,19.3,135,8.01,4,2.48,51.67,1
371-8452,WI,415,0,0,123,0,172.2,162.6,250.3,8.7,26,24,,92,29.27,76,13.82,101,11.26,4,2.35,56.7,0
392-6239,VA,408,0,0,145,0,199.2,126,289.2,7.6,,46,1,124,33.86,86,10.71,135,13.01,3,2.05,59.63,0
410-5250,MO,415,0,0,42,0,184.5,200.5,279.2,8.8,36,28,,98,31.37,93,17.04,91,12.56,3,2.38,63.35,0
336-1574,NV,510,0,0,125,0,168.6,175.6,243.3,10.9,7,,,99,28.66,107,14.93,92,10.95,7,2.94,57.48,0
406-8324,HI,415,0,1,131,30,174,205.3,218.2,6.7,32,,1,118,29.58,81,17.45,90,9.82,3,1.81,58.66,0
411-7110,WA,415,0,0,107,0,230.4,257.4,107.3,8.5,16,,1,65,39.17,80,21.88,88,4.83,3,2.3,68.18,0
341-9907,IL,408,0,0,48,0,198.2,202.8,146.4,5.1,,3,1,73,33.69,115,17.24,73,6.59,5,1.38,58.9,0
400-8952,IL,510,0,0,76,0,186.1,211.6,230.6,8,,2,,96,31.64,100,17.99,100,10.38,4,2.16,62.17,0
333-9266,LA,415,0,0,128,0,148.5,243,255.2,6.8,36,,1,105,25.25,106,20.66,114,11.48,2,1.84,59.23,0
419-4894,WI,415,0,0,73,0,157.1,268.8,181.5,10,,19,0,109,26.71,83,22.85,91,8.17,8,2.7,60.43,0
364-9904,TX,415,0,0,52,0,155,133.4,176.1,7,57,71,4,110,26.35,104,11.34,84,7.92,4,1.89,47.5,1
394-3048,MI,415,1,1,126,26,129.3,176.5,154.5,9.6,20,30,1,123,21.98,114,15,102,6.95,7,2.59,46.52,0
352-6265,NC,415,0,0,124,0,188.5,182,218.2,6.1,10,37,1,77,32.05,123,15.47,127,9.82,6,1.65,58.99,0
357-3187,WA,408,0,0,137,0,208.8,225.3,221.6,11.1,,2,0,120,35.5,100,19.15,130,9.97,5,3,67.62,0
373-8483,ND,510,0,0,71,0,238,278.5,193.1,11.8,4,10,0,82,40.46,94,23.67,134,8.69,10,3.19,76.01,1
375-9930,NE,415,0,0,139,0,211.1,206.9,193.9,5.6,24,5,0,103,35.89,108,17.59,70,8.73,4,1.51,63.72,0
352-6282,MS,510,0,1,107,30,198.9,207,159.8,12.6,57,0,3,87,33.81,90,17.6,76,7.19,4,3.4,62,0
396-2945,KY,408,0,0,147,0,212.8,204.1,156.2,10.2,31,23,1,79,36.18,91,17.35,113,7.03,2,2.75,63.31,0
412-3527,RI,510,0,0,116,0,137.4,120,130.3,12.4,35,37,3,126,23.36,94,10.2,64,5.86,2,3.35,42.77,0
328-4231,NY,510,0,1,60,31,191.8,267.8,200.5,12.8,26,36,2,75,32.61,135,22.76,62,9.02,3,3.46,67.85,0
413-9055,TX,510,0,0,38,0,149,49.2,163.3,13.9,23,28,0,92,25.33,78,4.18,93,7.35,11,3.75,40.61,0
363-8755,DE,408,0,0,63,0,117.1,249.6,162.2,11.1,30,46,3,118,19.91,90,21.22,84,7.3,4,3,51.43,0
388-8891,NM,415,0,0,94,0,108,241.9,252.1,10.4,41,43,3,79,18.36,152,20.56,92,11.34,3,2.81,53.07,0
360-1776,RI,415,0,0,131,0,112.8,199.4,142.7,10.1,14,13,,133,19.18,116,16.95,105,6.42,5,2.73,45.28,0
411-3578,MS,510,0,0,158,0,175.9,188.3,188.3,11,13,32,1,105,29.9,88,16.01,98,8.47,6,2.97,57.35,0
399-7268,NY,510,0,0,139,0,236.6,169.9,212.3,11.1,,13,1,109,40.22,107,14.44,118,9.55,2,3,67.21,1
350-1532,NE,415,0,0,77,0,169.4,184.9,234.3,2,32,30,1,102,28.8,144,15.72,89,10.54,7,0.54,55.6,0
359-2197,WI,415,0,0,140,0,129.6,246.2,172.1,9.4,,24,3,79,22.03,99,20.93,124,7.74,10,2.54,53.24,0
407-9290,KY,408,0,0,72,0,177.1,184.7,174.1,8,29,35,1,97,30.11,105,15.7,94,7.83,6,2.16,55.8,0
358-6672,SD,510,0,1,52,20,133.3,184.1,272.9,13.5,11,,1,63,22.66,123,15.65,107,12.28,2,3.65,54.24,0
393-4621,VA,510,0,0,103,0,167.8,212.9,208.2,13,73,54,5,121,28.53,123,18.1,73,9.37,3,3.51,59.51,0
336-7357,KS,415,0,1,74,32,174.6,310.6,234.7,9,19,23,1,107,29.68,115,26.4,92,10.56,4,2.43,69.07,0
351-1466,ND,415,0,0,124,0,150.3,255.9,136.7,12.5,44,22,2,101,25.55,112,21.75,62,6.15,4,3.38,56.83,0
394-6668,CO,510,0,1,85,21,283.2,239.7,149.5,6.3,59,67,,110,48.14,108,20.37,80,6.73,1,1.7,76.94,0
403-2673,KY,408,0,1,113,20,157.8,161.5,271.5,8.7,,70,5,83,26.83,56,13.73,100,12.22,2,2.35,55.13,1
355-1735,WA,408,0,0,71,0,141.2,149.1,171.4,7,28,29,2,132,24,90,12.67,72,7.71,2,1.89,46.27,0
416-7679,NV,415,0,1,177,27,230.2,196.1,215.4,10.4,25,23,1,106,39.13,78,16.67,108,9.69,2,2.81,68.3,0
340-4972,SC,415,1,0,49,0,237.8,208.9,167.8,15.6,37,,2,92,40.43,119,17.76,86,7.55,6,4.21,69.95,1
417-4826,RI,510,1,0,106,0,204,168.5,164,13.3,37,43,3,84,34.68,61,14.32,102,7.38,3,3.59,59.97,1
408-6676,ID,510,0,0,60,0,221.1,178.6,202.7,7.4,12,24,1,106,37.59,48,15.18,90,9.12,3,2,63.89,0
417-6683,KY,408,0,0,43,0,177.2,142.6,314.1,12.7,66,61,4,93,30.12,60,12.12,144,14.13,2,3.43,59.8,0
331-6270,ME,510,0,0,66,0,118,248.1,214.4,5.3,11,0,1,133,20.06,99,21.09,122,9.65,5,1.43,52.23,0
404-9754,SD,415,0,0,125,0,163.8,255.6,192.9,15.7,22,0,0,73,27.85,85,21.73,95,8.68,4,4.24,62.5,0
364-9425,SC,510,0,1,114,4,141.3,230.4,223.7,9.4,51,34,3,96,24.02,88,19.58,85,10.07,3,2.54,56.21,0
339-6477,TN,415,0,0,112,0,272.5,226.1,159.1,16.4,58,64,3,119,46.33,94,19.22,94,7.16,5,4.43,77.14,1
362-2787,MT,408,0,1,101,16,118.9,228.3,180.1,8.2,20,13,2,112,20.21,97,19.41,111,8.1,5,2.21,49.93,0
405-9233,WI,415,0,0,70,0,7.9,136.4,156.6,12.1,14,0,0,100,1.34,83,11.59,89,7.05,1,3.27,23.25,0
416-1845,AK,408,0,0,59,0,159.5,167.2,138.6,10.2,21,11,0,96,27.12,123,14.21,106,6.24,4,2.75,50.32,0
385-9657,AZ,408,0,0,59,0,150.2,185.7,212.5,12.1,,30,1,70,25.53,98,15.78,128,9.56,2,3.27,54.14,0
420-5652,MT,415,0,1,124,30,144.5,262.3,226.5,12,47,23,2,35,24.57,101,22.3,82,10.19,7,3.24,60.3,0
415-1141,DE,415,0,0,99,0,140.7,210.9,229.9,12.4,47,43,2,88,23.92,98,17.93,125,10.35,4,3.35,55.55,0
334-5634,VA,510,0,0,150,0,169.2,216.8,179.4,12.6,20,20,1,123,28.76,83,18.43,107,8.07,3,3.4,58.66,0
403-4200,MA,510,0,0,81,0,220.8,148.5,183.9,7.6,26,40,2,77,37.54,87,12.62,100,8.28,3,2.05,60.49,0
357-7893,IN,510,0,0,86,0,216.3,266.3,214,4.5,8,35,0,96,36.77,77,22.64,110,9.63,3,1.22,70.26,0
369-2899,MD,510,0,0,84,0,169.5,157.6,98.2,10.6,,2,0,96,28.82,94,13.4,70,4.42,7,2.86,49.5,0
381-1026,NV,510,0,1,118,35,256.3,258.1,215.5,11.7,10,17,1,119,43.57,91,21.94,130,9.7,1,3.16,78.37,0
388-8722,CO,415,0,0,89,0,179.7,299.8,185.3,7.6,17,,1,128,30.55,92,25.48,120,8.34,3,2.05,66.42,0
418-3135,KS,415,0,0,93,0,266,130.1,165.8,13.1,,,3,120,45.22,84,11.06,63,7.46,6,3.54,67.28,0
380-3974,AR,415,0,0,85,0,96.7,193.8,171.7,9.7,50,22,2,97,16.44,95,16.47,88,7.73,3,2.62,43.26,0
338-7232,WY,408,0,0,160,0,82.7,194.6,159,10.9,,3,0,116,14.06,95,16.54,54,7.15,9,2.94,40.69,0
334-5223,PA,415,0,0,28,0,168.2,161.7,192.4,10.1,50,43,3,87,28.59,92,13.74,112,8.66,3,2.73,53.72,0
340-8323,TX,408,0,0,73,0,286.4,178.2,214.2,10.7,20,35,1,109,48.69,67,15.15,152,9.64,14,2.89,76.37,1
337-6851,NY,408,0,0,156,0,174.3,186.6,258.2,12.9,,38,3,95,29.63,128,15.86,105,11.62,5,3.48,60.59,0
344-5973,OR,415,1,0,33,0,190.6,161.7,189.9,13,33,20,1,100,32.4,104,13.74,136,8.55,6,3.51,58.2,0
335-2261,CA,510,0,0,77,0,175.5,205.1,245.2,17.8,58,42,4,86,29.84,78,17.43,100,11.03,3,4.81,63.11,0
343-1458,NY,415,0,0,119,0,133.4,204.6,196.9,11.1,31,4,1,102,22.68,71,17.39,103,8.86,7,3,51.93,0
415-4875,AR,510,0,1,91,27,204.6,136,210.5,6.6,47,28,3,96,34.78,93,11.56,82,9.47,2,1.78,57.59,0
381-2726,MI,510,0,0,102,0,242.2,233.2,188.5,6.2,30,39,3,88,41.17,89,19.82,121,8.48,6,1.67,71.14,0
395-3852,OK,415,0,1,86,33,253.1,210.1,95,11.9,52,,3,112,43.03,94,17.86,98,4.27,4,3.21,68.37,0
358-7914,TX,415,0,0,82,0,130,185.3,178.7,8.3,19,,0,110,22.1,88,15.75,105,8.04,4,2.24,48.13,0
332-6958,NC,408,0,0,89,0,105.9,189.6,170.9,12.7,3,11,,151,18,142,16.12,67,7.69,7,3.43,45.24,0
355-1019,ID,415,0,0,86,0,194.2,193.8,192,9.3,45,40,3,98,33.01,95,16.47,123,8.64,7,2.51,60.63,0
382-9447,IL,408,0,0,134,0,183.8,123.5,160.7,6.1,15,23,1,111,31.25,92,10.5,105,7.23,2,1.65,50.63,0
386-8536,OR,415,0,0,92,0,196.5,190,163.2,10.8,46,,2,82,33.41,89,16.15,99,7.34,2,2.92,59.82,0
363-3818,SD,510,0,0,87,0,184.5,172,183.4,13.7,54,52,,81,31.37,103,14.62,96,8.25,3,3.7,57.94,0
360-6416,NE,408,0,0,64,0,261.9,148.1,145.2,13.8,11,,0,113,44.52,99,12.59,74,6.53,4,3.73,67.37,0
332-8764,RI,510,0,0,80,0,202.4,260.2,177.4,9.2,41,69,3,118,34.41,67,22.12,112,7.98,5,2.48,66.99,0
398-4814,MD,415,0,1,165,39,167.4,172.7,192.6,9.5,31,42,3,113,28.46,94,14.68,113,8.67,4,2.57,54.38,0
410-5963,ID,415,0,1,153,22,167.7,246.8,203.9,7.5,,,1,104,28.51,91,20.98,117,9.18,11,2.03,60.7,0
399-6642,ME,415,0,1,41,30,191.7,193,149.4,11.1,,22,1,109,32.59,86,16.41,93,6.72,4,3,58.72,0
390-9986,SD,415,0,0,108,0,240.2,230.3,217,5.2,45,43,2,78,40.83,109,19.58,83,9.76,1,1.4,71.57,0
391-1793,NY,415,0,1,104,26,189.1,178.2,199.3,11.1,10,,1,112,32.15,97,15.15,104,8.97,4,3,59.27,0
352-5542,DE,408,0,0,115,0,127.7,182.9,172.9,10.6,21,36,1,67,21.71,90,15.55,92,7.78,7,2.86,47.9,0
386-8118,OK,415,0,0,87,0,205.2,99.5,189.5,13.4,10,37,,106,34.88,122,8.46,75,8.53,3,3.62,55.49,0
394-9825,SC,415,0,1,159,23,153.6,216.9,161.3,12.6,,,2,93,26.11,88,18.44,91,7.26,3,3.4,55.21,0
382-4952,IN,510,0,0,119,0,154.5,193.6,180.9,13.4,,42,2,129,26.27,87,16.46,145,8.14,3,3.62,54.49,0
387-2698,NV,415,0,0,69,0,153.7,194,256.1,14.1,,41,1,109,26.13,105,16.49,114,11.52,6,3.81,57.95,0
417-1360,IL,408,1,1,87,36,171.2,185.8,227.6,10.8,40,35,1,138,29.1,102,15.79,97,10.24,3,2.92,58.05,0
408-4836,SD,510,0,0,93,0,328.1,151.7,303.5,8.7,24,35,1,106,55.78,89,12.89,114,13.66,3,2.35,84.68,1
374-8329,OK,415,1,0,154,0,145.9,208.2,180.9,14.4,17,30,0,69,24.8,141,17.7,106,8.14,10,3.89,54.53,1
363-8424,KS,415,0,1,57,37,201.2,280.1,154.2,11.8,10,4,1,76,34.2,122,23.81,110,6.94,1,3.19,68.14,0
408-8910,IA,510,0,0,130,0,139.1,246,207.2,11.4,72,82,5,72,23.65,112,20.91,121,9.32,9,3.08,56.96,0
399-3840,NJ,415,0,0,151,0,118.9,278.3,194.8,13.2,34,34,2,128,20.21,65,23.66,61,8.77,10,3.56,56.2,0
367-8692,NJ,408,0,0,162,0,217.6,279,250.7,10.4,35,22,2,87,36.99,71,23.72,65,11.28,4,2.81,74.8,1
387-4504,MT,415,0,0,60,0,145,209.1,328.5,14.6,,38,1,133,24.65,92,17.77,112,14.78,2,3.94,61.14,0
328-2647,IA,510,0,0,81,0,203.5,289.6,212.9,8.7,53,53,3,89,34.6,69,24.62,71,9.58,3,2.35,71.15,0
369-7903,WA,415,0,0,132,0,240.1,180.4,133.4,8,50,34,3,115,40.82,91,15.33,122,6,6,2.16,64.31,0
399-6852,NE,408,0,0,86,0,83.8,240.2,158.6,6.7,40,32,1,121,14.25,96,20.42,108,7.14,8,1.81,43.62,0
335-4888,TX,408,0,0,136,0,269.8,228.8,257.5,10.1,27,7,1,106,45.87,101,19.45,106,11.59,8,2.73,79.64,1
344-2260,MS,415,0,1,121,21,126.3,209.6,192.5,10.6,13,7,1,84,21.47,102,17.82,129,8.66,2,2.86,50.81,0
349-4070,IA,510,0,1,105,15,88.1,175.9,269.9,9.7,33,48,2,125,14.98,142,14.95,85,12.15,1,2.62,44.7,0
394-6505,WI,415,0,1,105,34,218.5,196.7,151.1,9.9,48,35,2,61,37.15,74,16.72,103,6.8,4,2.67,63.34,0
419-3612,MT,415,0,1,51,26,236.8,263.4,181.1,11.2,39,30,1,61,40.26,97,22.39,91,8.15,8,3.02,73.82,0
356-1952,GA,408,0,0,64,0,124.1,192.8,162.9,6.4,58,53,,117,21.1,108,16.39,84,7.33,5,1.73,46.55,0
416-7866,MT,510,1,1,80,30,184.2,167.5,212.8,10,6,24,0,132,31.31,109,14.24,114,9.58,10,2.7,57.83,0
398-1759,ND,415,0,0,56,0,222.7,277,101.8,13.6,,67,4,133,37.86,89,23.55,94,4.58,4,3.67,69.66,0
338-9950,VT,415,0,0,120,0,149.2,193.6,248.9,11.1,27,29,1,98,25.36,88,16.46,119,11.2,5,3,56.02,0
412-7278,SD,510,0,0,103,0,206.5,180.2,220.6,12.2,30,47,3,125,35.11,113,15.32,95,9.93,4,3.29,63.65,0
347-1263,OH,510,0,1,164,27,159.7,168.8,244.1,9.6,36,32,3,102,27.15,113,14.35,127,10.98,9,2.59,55.07,0
386-5684,OH,415,0,1,116,27,204.7,209.4,212.9,7,36,34,2,118,34.8,91,17.8,67,9.58,2,1.89,64.07,0
334-4354,MT,408,0,0,121,0,213.2,120.7,244.4,7.5,10,8,1,79,36.24,116,10.26,102,11,4,2.03,59.53,0
398-5970,IL,415,1,0,55,0,269.6,171.7,219,8.2,,40,1,121,45.83,91,14.59,98,9.86,6,2.21,72.49,0
330-3429,NV,415,0,0,183,0,116.7,213.8,214.3,9.7,46,28,2,92,19.84,112,18.17,112,9.64,6,2.62,50.27,0
418-4637,UT,408,0,0,104,0,263.4,235.5,102,13,8,22,0,101,44.78,117,20.02,146,4.59,4,3.51,72.9,0
393-7322,NH,408,0,0,90,0,140.2,213.9,120,7.1,21,,,97,23.83,102,18.18,126,5.4,2,1.92,49.33,0
353-5557,LA,415,0,0,82,0,197.7,127.6,142.1,13.5,32,22,1,101,33.61,83,10.85,103,6.39,3,3.65,54.5,0
411-5334,VT,415,0,0,101,0,136.2,220.9,196.9,13.3,35,30,3,92,23.15,110,18.78,116,8.86,7,3.59,54.38,0
398-8588,NY,415,0,1,9,16,88.5,178.8,228.7,11.5,,42,2,87,15.05,108,15.2,96,10.29,3,3.11,43.65,0
374-7285,CT,415,0,0,97,0,215.3,242.4,279.8,12.1,26,33,0,58,36.6,91,20.6,105,12.59,9,3.27,73.06,0
379-7215,KS,408,0,0,94,0,269.2,193.8,257.6,8.9,35,38,3,104,45.76,144,16.47,61,11.59,2,2.4,76.22,1
357-7875,MI,510,0,1,127,25,203.8,267.1,225.1,7.3,25,6,0,118,34.65,48,22.7,105,10.13,5,1.97,69.45,0
393-9677,SD,510,0,1,125,34,268.4,222.2,117.6,10.3,6,37,0,112,45.63,108,18.89,102,5.29,3,2.78,72.59,0
345-9598,ME,415,0,0,140,0,159.1,269.8,220.4,10.3,,32,1,104,27.05,106,22.93,116,9.92,4,2.78,62.68,0
353-3203,MD,415,0,0,90,0,114.4,127.7,253.1,10.1,48,35,2,122,19.45,154,10.85,109,11.39,5,2.73,44.42,0
330-7486,VA,415,0,0,67,0,138.9,208.9,232.4,9.2,21,25,,65,23.61,109,17.76,82,10.46,3,2.48,54.31,0
397-6425,NJ,415,0,0,113,0,186,237.4,148.1,12.2,,48,1,55,31.62,105,20.18,83,6.66,6,3.29,61.75,0
338-1815,TN,510,0,1,121,26,170.4,254.5,219.6,15.1,,21,0,91,28.97,90,21.63,122,9.88,5,4.08,64.56,0
406-5023,DC,408,0,0,93,0,164.5,230.9,149.9,9.9,43,47,4,95,27.97,87,19.63,91,6.75,3,2.67,57.02,0
368-2458,DC,408,0,0,121,0,168.6,168.6,95.3,12.3,29,19,,121,28.66,94,14.33,59,4.29,4,3.32,50.6,0
400-8375,OR,408,0,0,53,0,261.2,250.8,176,9.8,6,33,0,119,44.4,105,21.32,112,7.92,2,2.65,76.29,1
387-8201,RI,415,0,0,75,0,190.5,178.4,162.4,13.1,19,47,1,91,32.39,75,15.16,113,7.31,5,3.54,58.4,0
346-4360,AK,510,0,0,132,0,181.1,314.4,246.7,4.2,35,43,2,121,30.79,109,26.72,81,11.1,9,1.13,69.74,0
412-8811,WI,408,0,0,162,0,177.1,114.7,153.6,6.5,45,36,3,131,30.11,122,9.75,88,6.91,6,1.76,48.53,0
413-3990,IN,415,0,0,140,0,160.5,240.5,233.5,11.3,16,28,,114,27.29,103,20.44,121,10.51,4,3.05,61.29,0
345-2448,MI,408,0,0,91,0,134.7,295.3,195.5,6.6,21,50,,116,22.9,98,25.1,121,8.8,5,1.78,58.58,0
394-4512,ID,510,0,1,73,28,198.2,139.1,199.1,8.8,34,53,,107,33.69,123,11.82,139,8.96,1,2.38,56.85,0
400-8538,NH,408,1,0,95,0,228.9,255.7,208,10.1,,38,4,134,38.91,71,21.73,120,9.36,2,2.73,72.73,1
412-8769,MN,408,0,0,145,0,241.7,135.8,277.6,13.1,28,31,0,137,41.09,100,11.54,123,12.49,3,3.54,68.66,0
390-1552,AZ,415,0,0,100,0,131.1,176.2,89.7,4.3,,23,1,108,22.29,81,14.98,81,4.04,4,1.16,42.47,0
389-2477,MN,415,0,0,122,0,234.1,200.2,237.4,13.1,23,47,2,101,39.8,121,17.02,89,10.68,9,3.54,71.04,0
389-4695,MO,415,0,0,109,0,200.1,300.9,236,11.9,16,16,0,72,34.02,120,25.58,68,10.62,5,3.21,73.43,0
406-8037,AL,408,0,0,82,0,154,94.4,287.6,10.1,,25,1,107,26.18,114,8.02,95,12.94,7,2.73,49.87,0
382-9138,PA,415,0,1,65,23,224.2,189.6,222.8,9.8,9,,0,106,38.11,100,16.12,75,10.03,4,2.65,66.91,0
414-7942,AK,510,0,0,52,0,148.3,181.6,155.6,8.3,52,46,3,83,25.21,79,15.44,104,7,6,2.24,49.89,0
348-7071,MS,415,0,1,136,24,174.6,176.6,214.4,8.8,34,38,,76,29.68,114,15.01,91,9.65,5,2.38,56.72,0
404-2942,IA,415,0,0,75,0,138.5,153.2,215.6,11.1,23,25,1,110,23.55,86,13.02,103,9.7,7,3,49.27,0
348-3581,WY,408,0,0,146,0,109,265.8,228.3,12.6,,24,1,69,18.53,98,22.59,80,10.27,2,3.4,54.79,0
327-6764,NE,408,0,0,105,0,162.3,212.5,214.7,11.1,44,54,4,99,27.59,95,18.06,114,9.66,8,3,58.31,0
405-2831,ND,415,0,0,48,0,210.8,189.6,157.6,16.4,44,36,2,84,35.84,98,16.12,99,7.09,3,4.43,63.48,0
416-4351,CT,415,0,0,45,0,142.4,318.7,224.1,11.1,25,,1,107,24.21,78,27.09,108,10.08,7,3,64.38,0
419-3196,NC,415,0,1,106,37,223.5,235.1,140.1,10.6,48,56,2,104,38,99,19.98,90,6.3,5,2.86,67.14,0
411-6211,CT,510,0,0,33,0,182.5,232.1,149.2,7.5,36,42,2,65,31.03,96,19.73,82,6.71,2,2.03,59.5,0
391-8369,ND,408,0,0,68,0,219.6,141.1,205.7,10.8,26,,2,97,37.33,144,11.99,101,9.26,4,2.92,61.5,0
416-4464,WA,408,0,0,106,0,193.6,238.2,176.4,12.9,28,13,0,66,32.91,82,20.25,107,7.94,3,3.48,64.58,0
347-1814,NV,415,0,0,141,0,192.4,156.9,175.8,11,,0,0,111,32.71,87,13.34,82,7.91,6,2.97,56.93,0
386-7337,CO,408,0,0,98,0,236.2,189.4,153.6,13.3,9,30,,122,40.15,110,16.1,104,6.91,4,3.59,66.75,0
375-8505,KS,510,0,1,94,28,233.2,113.3,118,16.1,16,6,0,88,39.64,102,9.63,71,5.31,4,4.35,58.93,0
407-5056,CO,510,0,0,65,0,158.8,188.5,189.3,9.8,47,15,2,53,27,132,16.02,87,8.52,4,2.65,54.19,0
367-8924,MO,415,0,0,85,0,126.1,274.7,184.4,9.8,30,34,1,112,21.44,126,23.35,95,8.3,4,2.65,55.74,0
419-5171,MA,510,0,0,71,0,290.4,253.9,263.3,10.1,43,,,108,49.37,92,21.58,126,11.85,5,2.73,85.53,1
396-7687,NY,408,0,1,112,30,60.6,165.9,132.8,13.3,20,,0,113,10.3,96,14.1,99,5.98,7,3.59,33.97,0
394-4548,AK,415,0,0,110,0,148.4,193.8,206,6.9,,16,0,95,25.23,98,16.47,106,9.27,6,1.86,52.83,0
382-6438,WI,415,0,0,111,0,246.5,216.3,179.6,12.7,24,56,2,108,41.91,89,18.39,99,8.08,3,3.43,71.81,0
413-2194,NH,408,0,0,74,0,298.1,201.3,214.7,9.7,,,2,112,50.68,100,17.11,88,9.66,4,2.62,80.07,1
366-2622,TN,510,0,0,105,0,119.3,185.1,157,10.9,37,16,,82,20.28,111,15.73,74,7.07,4,2.94,46.02,0
416-7591,NY,408,0,0,40,0,242.5,232.9,154,9.6,,12,0,82,41.23,97,19.8,86,6.93,7,2.59,70.55,0
355-2634,GA,408,1,1,128,18,222.1,160.6,218.8,13.6,9,21,0,89,37.76,109,13.65,102,9.85,2,3.67,64.93,1
